frame,fingers,maxContourArea,centerX,centerY,convexDefects,avgAngle,fps,usedMemoryMB,cpuLoad,gesture
1317,1,25969.00,365.85,406.83,2,0.00,100.00,307.81,0.0098,Thumbs Up
1318,1,28634.50,317.86,372.32,6,0.00,111.11,308.68,0.0098,Thumbs Up
1319,1,27167.00,300.86,371.57,5,0.00,100.00,12.14,0.0777,Thumbs Up
1320,1,26001.50,231.13,356.29,4,0.00,100.00,12.36,0.0000,Thumbs Up
1321,1,22387.50,188.37,349.43,3,0.00,100.00,12.36,0.0000,Thumbs Up
1322,1,22821.50,184.03,345.88,3,0.00,100.00,13.23,0.0359,Thumbs Up
1323,1,22704.00,183.24,345.76,3,0.00,100.00,14.11,0.0359,Thumbs Up
1324,1,22360.50,184.89,347.20,3,0.00,100.00,14.99,0.0359,Thumbs Up
1325,1,22272.50,186.72,348.02,3,0.00,100.00,15.87,0.0469,Thumbs Up
1326,1,21902.50,188.20,348.87,3,0.00,100.00,17.67,0.0469,Thumbs Up
1327,1,22351.00,186.68,349.59,4,0.00,111.11,18.55,0.0469,Thumbs Up
1328,2,22289.50,184.27,342.62,4,63.03,100.00,19.43,0.0378,Rock
1329,2,22637.00,147.00,335.75,4,61.04,100.00,20.31,0.0378,Rock
1330,2,22229.00,140.57,337.32,4,64.31,100.00,21.19,0.0378,Rock
1331,2,21734.50,142.06,338.20,4,64.27,100.00,22.13,0.0501,Rock
1332,2,21413.50,145.47,339.83,4,69.92,100.00,23.01,0.0501,Rock
1333,2,21169.00,147.17,340.02,4,60.08,90.91,23.89,0.0501,Rock
1334,2,20891.00,149.44,340.42,4,61.71,100.00,25.19,0.0419,Rock
1335,2,21065.00,173.17,343.46,3,82.67,100.00,26.07,0.0419,Rock
1336,2,21190.50,193.44,342.24,3,75.56,100.00,26.95,0.0419,Rock
1337,2,21254.00,193.10,342.31,3,77.51,100.00,27.83,0.0437,Rock
1338,2,21544.00,190.49,340.23,3,77.53,100.00,29.19,0.0437,Rock
1339,2,23042.50,185.42,346.33,5,79.44,100.00,30.07,0.0437,Rock
1340,1,21329.50,188.14,341.79,3,0.00,100.00,32.07,0.0416,Thumbs Up
1341,1,21478.00,187.32,341.44,3,0.00,100.00,32.07,0.0416,Thumbs Up
1342,1,21703.50,186.53,342.88,4,0.00,100.00,33.19,0.0416,Thumbs Up
1343,1,21360.00,186.04,343.05,3,0.00,100.00,34.07,0.0403,Thumbs Up
1344,1,12511.50,161.60,401.40,4,0.00,100.00,34.95,0.0403,Thumbs Up
1345,3,18035.50,214.01,379.95,4,49.46,90.91,86.13,0.0106,OK
1346,2,20706.00,228.80,358.23,4,60.55,90.91,87.01,0.0106,Rock
1347,2,18749.00,293.47,381.86,5,60.67,100.00,87.89,0.0454,Rock
1348,2,17922.50,321.95,387.61,7,63.34,90.91,89.19,0.0454,Rock
1349,2,21046.00,327.91,363.59,5,66.67,90.91,90.07,0.0539,Rock
1350,2,21361.00,308.74,334.77,4,76.53,100.00,90.95,0.0539,Rock
1351,2,21316.00,301.54,332.82,6,69.34,100.00,91.83,0.0539,Rock
1352,2,21653.00,294.57,335.59,5,71.00,100.00,93.36,0.0399,Rock
1353,3,21974.00,284.00,334.39,4,66.70,90.91,94.24,0.0399,OK
1354,3,21972.00,281.05,334.87,4,67.93,100.00,95.12,0.0399,OK
1355,3,22029.00,278.73,334.57,5,71.01,100.00,96.48,0.0478,OK
1356,3,21835.00,278.71,336.52,5,72.28,100.00,97.36,0.0478,OK
1357,3,21299.00,279.72,337.12,4,67.34,100.00,98.24,0.0478,OK
1358,3,21344.50,282.97,339.10,4,71.26,100.00,99.12,0.0404,OK
1359,1,16556.50,77.10,350.81,4,0.00,100.00,126.07,0.0254,Thumbs Up
1360,2,30134.00,189.30,351.26,6,22.83,90.91,126.95,0.0254,Peace
1361,2,29487.50,241.52,337.93,7,44.66,100.00,127.83,0.0254,Rock
1362,2,25257.00,289.98,333.02,5,55.73,100.00,129.19,0.0442,Rock
1363,2,26881.50,337.30,327.84,5,60.71,125.00,130.07,0.0442,Rock
1364,2,25716.50,357.99,325.47,8,54.48,100.00,130.95,0.0442,Peace
1365,2,24301.00,405.68,323.62,7,44.56,100.00,131.83,0.0334,Rock
1366,2,27006.00,398.07,310.42,7,79.22,100.00,133.67,0.0334,Rock
1367,3,39611.50,328.27,351.75,7,63.17,100.00,134.73,0.0334,OK
1368,1,31724.50,301.37,350.44,8,0.00,100.00,135.60,0.0450,Thumbs Up
1369,4,53768.50,296.90,298.48,10,54.30,90.91,136.48,0.0450,4 Fingers
1370,3,38378.00,337.86,351.87,10,63.74,100.00,137.36,0.0450,OK
1371,1,37193.50,338.72,354.05,6,0.00,100.00,138.24,0.0405,Thumbs Up
1372,3,62004.50,310.47,287.33,10,51.60,100.00,139.18,0.0405,OK
1373,2,36707.00,342.34,357.80,7,53.16,90.91,140.06,0.0405,Rock
1374,3,34244.00,342.18,353.67,10,54.92,100.00,141.67,0.0575,OK
1375,3,33400.50,341.09,354.11,8,65.16,100.00,142.55,0.0575,OK
1376,2,32151.00,340.06,355.22,10,50.26,142.86,143.43,0.0575,Rock
1377,1,34021.50,340.97,344.09,8,0.00,100.00,144.31,0.0420,Thumbs Up
1378,4,50707.00,292.68,285.09,9,66.40,100.00,145.19,0.0420,4 Fingers
1379,4,49358.00,289.74,283.77,8,67.63,90.91,146.07,0.0420,4 Fingers
1380,3,48811.00,288.70,278.40,9,69.76,142.86,146.95,0.0349,OK
1381,3,49160.00,289.66,280.53,9,67.39,100.00,147.83,0.0349,OK
1382,3,48431.50,292.29,285.11,11,72.70,100.00,149.19,0.0349,OK
1383,4,51995.50,297.43,282.40,11,71.50,90.91,150.07,0.0533,4 Fingers
1384,4,54931.00,303.53,283.08,11,65.66,100.00,150.95,0.0533,4 Fingers
1385,2,32484.00,339.87,356.80,8,79.67,90.91,151.83,0.0533,Rock
1386,4,58528.50,313.68,282.51,11,59.43,100.00,153.19,0.0391,4 Fingers
1387,2,31723.50,346.82,360.84,7,83.40,100.00,154.07,0.0391,Peace
1388,3,69063.50,302.54,300.99,10,70.74,100.00,154.95,0.0391,OK
1389,2,29462.50,338.72,369.80,8,84.93,100.00,156.38,0.0441,Rock
1390,2,30487.50,338.65,367.04,8,84.70,100.00,157.26,0.0441,Rock
1391,1,32394.00,344.34,357.84,6,0.00,125.00,158.13,0.0608,Thumbs Up
1392,2,32035.50,347.77,353.40,8,44.92,100.00,159.24,0.0608,Rock
1393,3,65151.00,316.83,264.55,9,75.15,90.91,160.12,0.0608,OK
1394,3,30309.00,340.21,349.80,7,71.71,100.00,161.19,0.0395,OK
1395,2,29869.00,337.55,349.40,7,47.41,100.00,162.07,0.0395,Rock
1396,2,32312.50,329.31,339.13,7,83.78,100.00,162.95,0.0395,Rock
1397,2,34406.50,306.77,335.71,10,37.53,100.00,163.83,0.0395,Rock
1398,3,54678.00,292.81,265.81,8,64.33,90.91,165.67,0.0395,OK
1399,1,34315.50,550.03,371.21,6,0.00,90.91,166.55,0.0395,Thumbs Up
1400,1,33864.00,560.73,348.28,4,0.00,100.00,167.50,0.0466,Thumbs Up
1401,1,35553.00,558.31,329.18,5,0.00,100.00,168.38,0.0466,Thumbs Up
1402,3,47944.50,285.85,286.85,8,68.78,100.00,169.25,0.0541,OK
1403,4,50049.50,288.36,290.80,8,65.16,100.00,170.13,0.0541,4 Fingers
1404,3,31472.50,292.44,226.72,6,72.13,100.00,171.01,0.0541,OK
1405,3,38181.50,543.83,312.64,7,40.94,90.91,171.89,0.0475,OK
1406,1,35568.00,581.39,316.64,4,0.00,100.00,173.19,0.0475,Thumbs Up
1407,2,36253.50,562.06,310.47,5,64.63,100.00,175.19,0.0475,Rock
1408,3,32290.50,291.42,230.03,6,68.70,125.00,175.19,0.0395,OK
1409,4,35491.50,290.90,228.73,8,69.79,90.91,176.24,0.0395,4 Fingers
1410,2,83258.00,383.03,240.22,12,63.61,100.00,177.36,0.0395,Rock
1411,5,80457.50,384.41,265.16,9,78.30,100.00,179.36,0.0487,Palm
1412,3,67023.00,365.43,267.32,8,72.70,111.11,179.36,0.0487,OK
1413,1,21661.50,524.66,341.48,3,0.00,100.00,180.24,0.0395,Thumbs Up
1414,1,19583.50,263.60,185.55,6,0.00,100.00,181.36,0.0395,Thumbs Up
1415,2,78605.50,396.83,260.62,9,55.06,90.91,183.36,0.0395,Rock
1416,3,36669.50,306.02,232.28,7,49.97,90.91,183.36,0.0609,OK
1417,1,20524.00,263.42,185.17,6,0.00,100.00,184.31,0.0609,Thumbs Up
1418,2,23672.50,268.72,182.05,7,84.94,100.00,185.43,0.0609,Rock
1419,2,24530.50,270.89,178.49,10,46.33,100.00,187.43,0.0380,Rock
1420,2,24747.00,272.25,178.40,8,76.37,100.00,187.43,0.0380,Rock
1421,2,23721.50,267.42,181.29,10,84.14,125.00,188.31,0.0380,Rock
1422,2,24415.50,272.23,178.61,10,81.74,100.00,189.43,0.0453,Rock
1423,1,24948.00,272.64,178.35,10,0.00,90.91,190.55,0.0453,Thumbs Up
1424,2,24947.00,271.19,179.08,9,84.83,100.00,191.43,0.0453,Rock
1425,2,25785.00,273.96,178.98,10,82.67,100.00,192.31,0.0358,Rock
1426,2,25414.50,274.10,178.54,9,83.74,100.00,193.19,0.0358,Rock
1427,1,25857.00,273.58,177.83,11,0.00,100.00,194.07,0.0358,Thumbs Up
1428,2,25798.50,275.81,177.29,10,74.61,100.00,195.43,0.0448,Rock
1429,2,24607.50,272.18,178.99,9,84.81,100.00,196.31,0.0448,Rock
1430,1,24127.00,269.16,179.09,9,0.00,125.00,197.19,0.0448,Thumbs Up
1431,3,24463.00,271.41,178.74,9,80.38,100.00,198.07,0.0342,OK
1432,2,25271.50,270.30,180.22,10,78.60,100.00,198.95,0.0342,Rock
1433,1,23724.00,269.71,179.42,8,0.00,100.00,199.83,0.0342,Thumbs Up
1434,3,25647.00,274.39,177.89,8,79.27,100.00,201.19,0.0809,OK
1435,1,27125.50,280.30,177.17,9,0.00,100.00,202.07,0.0809,Thumbs Up
1436,2,26219.50,276.48,178.35,9,75.03,100.00,202.95,0.0809,Rock
1437,2,25002.50,270.61,179.72,8,84.81,100.00,203.83,0.0362,Rock
1438,1,25119.50,271.77,179.76,9,0.00,100.00,205.67,0.0362,Thumbs Up
1439,1,25404.00,269.75,180.83,10,0.00,100.00,206.55,0.0362,Thumbs Up
1440,2,24227.00,268.52,180.96,7,81.10,100.00,207.43,0.0436,Rock
1441,2,24570.50,269.29,180.12,8,72.02,100.00,208.31,0.0436,Rock
1442,3,40695.50,308.21,232.76,9,40.67,100.00,209.19,0.0436,OK
1443,5,46876.00,308.20,225.23,10,63.40,100.00,210.07,0.0326,Palm
1444,4,45376.50,309.54,228.71,10,58.07,111.11,210.95,0.0326,4 Fingers
1445,2,24589.00,262.52,185.77,7,82.73,100.00,211.83,0.0326,Rock
1446,1,24970.00,263.04,184.69,7,0.00,111.11,213.67,0.0466,Thumbs Up
1447,1,26246.00,270.71,179.79,9,0.00,100.00,214.55,0.0466,Thumbs Up
1448,2,24462.50,265.51,183.55,7,75.28,100.00,215.43,0.0466,Rock
1449,1,26152.00,269.05,180.68,8,0.00,100.00,216.31,0.0332,Thumbs Up
1450,1,26655.50,272.87,179.96,9,0.00,100.00,217.36,0.0332,Thumbs Up
1451,2,25610.00,265.91,183.32,9,72.82,100.00,218.31,0.0332,Rock
1452,3,44781.50,311.38,224.76,11,54.35,100.00,219.19,0.0450,OK
1453,3,24176.00,268.25,182.07,8,81.28,90.91,220.06,0.0450,OK
1454,2,25567.00,269.67,181.50,9,76.59,100.00,221.19,0.0450,Rock
1455,1,26715.00,273.06,179.95,9,0.00,100.00,223.19,0.0348,Thumbs Up
1456,4,44337.50,312.39,226.39,10,61.54,111.11,223.19,0.0348,4 Fingers
1457,3,42805.00,312.87,226.27,10,50.28,100.00,224.07,0.0348,OK
1458,3,46091.50,313.50,224.40,10,52.09,142.86,225.67,0.0435,OK
1459,3,45444.50,314.98,221.94,10,52.43,100.00,226.55,0.0435,OK
1460,3,80011.50,371.83,273.38,11,72.47,100.00,227.43,0.0435,OK
1461,4,55588.50,336.23,258.33,10,71.28,100.00,228.31,0.0640,4 Fingers
1462,3,52395.00,331.53,258.84,9,52.80,100.00,229.25,0.0640,OK
1463,2,27187.00,385.34,322.66,5,82.87,100.00,230.13,0.0640,Rock
1464,3,42960.50,311.35,226.14,9,51.48,166.67,231.01,0.0388,OK
1465,1,23873.00,270.84,174.80,10,0.00,100.00,231.89,0.0388,Thumbs Up
1466,3,40036.50,296.94,224.25,8,71.56,100.00,233.67,0.0388,OK
1467,4,39634.50,297.01,224.70,10,65.65,100.00,234.55,0.0425,4 Fingers
1468,2,22674.50,270.34,171.94,8,83.16,100.00,236.70,0.0425,Rock
1469,1,22741.50,270.19,172.43,9,0.00,100.00,237.58,0.0425,Thumbs Up
1470,3,22739.00,271.44,172.11,10,73.63,100.00,238.46,0.0375,OK
1471,1,22770.00,266.36,174.92,7,0.00,100.00,239.34,0.0375,Thumbs Up
1472,5,41069.50,296.68,225.39,10,67.27,100.00,240.22,0.0375,Palm
1473,4,39332.00,294.83,228.77,9,69.95,90.91,241.19,0.0647,4 Fingers
1474,5,38998.50,292.65,231.94,9,73.40,90.91,243.19,0.0647,Palm
1475,4,38044.50,292.56,231.97,8,72.28,100.00,243.19,0.0647,4 Fingers
1476,4,37470.50,292.70,231.12,8,73.22,100.00,244.07,0.0375,4 Fingers
1477,4,37262.00,293.21,230.20,11,76.12,100.00,245.67,0.0375,4 Fingers
1478,3,35844.00,293.07,231.72,7,70.76,100.00,246.55,0.0375,OK
1479,5,38787.50,293.75,227.95,9,74.86,90.91,247.50,0.0412,Palm
1480,5,39119.50,294.16,226.65,8,77.72,90.91,248.38,0.0412,Palm
1481,3,35073.00,291.84,232.68,6,66.77,100.00,249.25,0.0412,OK
1482,4,35977.00,291.46,231.30,8,78.06,100.00,250.13,0.0344,4 Fingers
1483,5,36330.50,292.08,230.01,9,70.08,100.00,251.01,0.0344,Palm
1484,3,36152.50,293.45,228.70,8,71.90,100.00,251.89,0.0344,OK
1485,3,40548.00,296.44,223.35,11,74.51,100.00,253.67,0.0463,OK
1486,3,40018.00,295.26,224.47,8,71.33,100.00,254.55,0.0463,OK
1487,3,38582.00,293.81,227.69,9,73.48,100.00,255.43,0.0463,OK
1488,3,36298.00,292.79,229.88,9,69.51,90.91,256.31,0.0297,OK
1489,5,35642.00,292.08,231.62,8,71.37,90.91,257.19,0.0297,Palm
1490,5,38974.50,294.03,226.16,11,66.45,90.91,258.07,0.0297,Palm
1491,4,37660.00,294.36,227.47,8,74.85,100.00,258.95,0.0434,4 Fingers
1492,4,38110.00,293.94,228.16,10,72.59,100.00,260.31,0.0434,4 Fingers
1493,4,37770.50,292.15,230.38,8,74.75,100.00,261.19,0.0434,4 Fingers
1494,3,38058.50,293.80,228.69,9,75.95,100.00,262.07,0.0313,OK
1495,3,39026.50,294.72,228.73,9,71.83,100.00,262.95,0.0313,OK
1496,5,39598.00,294.45,227.69,9,72.16,83.33,263.89,0.0313,Palm
1497,5,39841.00,295.66,226.99,10,73.61,90.91,265.19,0.0500,Palm
1498,3,40124.50,295.39,227.79,8,72.56,125.00,266.07,0.0500,OK
1499,4,42306.50,296.31,225.09,9,74.80,90.91,268.07,0.0500,4 Fingers
1500,4,41240.50,295.80,226.62,9,76.69,90.91,268.07,0.0502,4 Fingers
1501,4,38066.00,292.86,232.89,9,68.21,100.00,269.19,0.0502,4 Fingers
1502,3,37934.00,293.67,232.11,9,63.42,90.91,270.55,0.0502,OK
1503,3,39432.00,295.05,231.13,9,62.99,90.91,271.43,0.0354,OK
1504,3,22219.00,263.99,178.87,8,81.19,100.00,272.31,0.0354,OK
1505,3,51578.50,279.19,267.94,9,50.08,100.00,273.19,0.0354,OK
1506,3,55596.50,279.25,271.20,9,50.17,100.00,274.07,0.0410,OK
1507,2,79510.50,300.89,297.82,8,45.88,100.00,274.95,0.0410,Rock
1508,1,40136.00,350.30,370.67,5,0.00,100.00,275.83,0.0410,Thumbs Up
1509,3,59472.00,320.97,298.54,6,53.49,90.91,277.19,0.0347,OK
1510,2,56103.50,314.67,293.61,6,33.93,111.11,278.55,0.0347,Peace
1511,2,32528.00,262.22,253.30,6,81.42,100.00,279.43,0.0347,Rock
1512,2,35507.50,287.11,276.46,5,66.14,90.91,280.38,0.0497,Rock
1513,1,28817.00,260.61,231.90,6,0.00,100.00,281.25,0.0497,Thumbs Up
1514,1,28769.50,259.86,232.03,5,0.00,166.67,282.13,0.0497,Thumbs Up
1515,1,28888.00,259.41,232.65,6,0.00,100.00,283.01,0.0362,Thumbs Up
1516,1,28763.00,258.99,233.47,5,0.00,100.00,283.89,0.0362,Thumbs Up
1517,1,29868.50,261.06,234.95,5,0.00,100.00,285.19,0.0362,Thumbs Up
1518,1,34379.00,266.74,264.24,5,0.00,100.00,286.55,0.0441,Thumbs Up
1519,1,29678.00,260.32,235.30,5,0.00,100.00,287.43,0.0441,Thumbs Up
1520,1,29279.50,260.31,234.03,5,0.00,100.00,288.31,0.0441,Thumbs Up
1521,2,54227.50,315.94,288.96,6,32.17,90.91,289.19,0.0352,Rock
1522,1,28332.50,260.78,229.61,6,0.00,100.00,290.07,0.0352,Thumbs Up
1523,1,28594.00,260.29,228.88,5,0.00,90.91,291.01,0.0352,Thumbs Up
1524,1,28309.50,260.00,226.87,5,0.00,111.11,291.89,0.0400,Thumbs Up
1525,1,27729.00,259.48,226.60,5,0.00,100.00,293.19,0.0400,Thumbs Up
1526,1,25076.00,266.77,192.53,8,0.00,100.00,294.07,0.0400,Thumbs Up
1527,1,27678.00,260.67,226.76,5,0.00,100.00,295.43,0.0351,Thumbs Up
1528,1,27409.50,260.77,227.01,5,0.00,100.00,296.31,0.0351,Thumbs Up
1529,1,27479.00,258.59,226.27,6,0.00,100.00,297.19,0.0351,Thumbs Up
1530,1,27584.00,260.35,222.42,6,0.00,100.00,298.07,0.0441,Thumbs Up
1531,1,23329.00,263.61,193.33,7,0.00,100.00,298.95,0.0441,Thumbs Up
1532,1,23815.50,264.62,192.50,7,0.00,100.00,299.83,0.0441,Thumbs Up
1533,1,24102.50,264.73,194.48,6,0.00,100.00,301.19,0.0530,Thumbs Up
1534,2,22956.50,263.80,194.72,6,82.06,100.00,302.07,0.0530,Rock
1535,1,22914.50,264.05,192.16,7,0.00,100.00,303.43,0.0530,Thumbs Up
1536,1,25326.50,267.52,191.67,9,0.00,100.00,304.31,0.0418,Thumbs Up
1537,2,28543.00,272.69,188.01,7,77.76,125.00,305.19,0.0418,Rock
1538,1,29732.50,281.05,183.32,9,0.00,111.11,306.07,0.0418,Thumbs Up
1539,2,28761.50,280.06,184.82,8,75.43,100.00,306.95,0.0684,Rock
1540,1,28704.50,280.33,186.21,9,0.00,125.00,307.83,0.0684,Thumbs Up
1541,1,24848.50,265.67,193.17,9,0.00,100.00,13.87,0.0684,Thumbs Up
1542,3,39896.50,300.61,241.41,7,59.15,100.00,13.87,0.0712,OK
1543,3,61160.00,355.42,289.50,9,51.34,100.00,13.87,0.0712,OK
1544,3,53218.00,320.94,265.26,10,48.95,125.00,14.80,0.0712,OK
1545,3,47455.00,275.44,279.12,8,68.05,100.00,17.68,0.0392,OK
1546,3,43219.50,268.46,266.51,8,61.59,100.00,17.83,0.0392,OK
1547,2,26187.50,242.49,341.56,5,53.16,100.00,17.83,0.0392,Rock
1548,2,24685.00,233.54,346.46,5,43.88,100.00,18.70,0.0419,Rock
1549,3,24007.00,226.05,357.15,7,53.45,100.00,19.58,0.0419,OK
1550,2,26993.00,202.58,348.01,5,79.58,100.00,21.58,0.0419,Rock
1551,2,18918.00,327.21,137.17,7,74.71,100.00,21.58,0.1628,Rock
1552,2,19145.00,320.93,136.72,8,72.44,100.00,22.46,0.1628,Rock
1553,1,17753.00,317.82,139.03,7,0.00,100.00,23.44,0.1628,Thumbs Up
1554,1,17725.00,314.40,139.03,7,0.00,166.67,24.32,0.0327,Thumbs Up
1555,1,18665.00,316.55,138.57,6,0.00,100.00,26.32,0.0327,Thumbs Up
1556,3,35743.00,285.22,209.58,10,43.63,100.00,26.32,0.0327,OK
1557,3,34770.00,285.34,208.86,10,44.01,100.00,27.49,0.0624,OK
1558,3,35007.50,285.25,209.76,10,44.48,100.00,28.37,0.0624,OK
1559,3,35612.50,285.78,207.96,10,45.90,100.00,30.37,0.0624,OK
1560,3,35259.50,285.36,210.69,10,43.94,100.00,30.37,0.0386,OK
1561,4,36680.00,285.74,210.64,10,54.38,100.00,31.44,0.0386,4 Fingers
1562,3,35876.50,284.31,209.31,10,43.21,100.00,32.56,0.0386,OK
1563,3,33123.50,283.00,210.99,10,48.25,100.00,33.44,0.0474,OK
1564,4,62698.00,232.59,281.28,8,77.42,100.00,34.32,0.0474,4 Fingers
1565,3,48962.00,264.26,271.93,8,68.09,100.00,35.19,0.0474,OK
1566,3,35759.00,280.68,220.22,11,45.87,100.00,37.19,0.0297,OK
1567,4,35693.00,280.39,220.18,10,57.88,100.00,37.19,0.0297,4 Fingers
1568,4,54548.50,236.28,273.60,9,66.04,111.11,38.07,0.0297,4 Fingers
1569,5,47482.50,255.20,261.79,11,63.84,100.00,39.68,0.0452,Palm
1570,3,27641.00,219.42,340.05,7,56.28,100.00,40.56,0.0452,OK
1571,3,24916.00,219.13,344.03,8,55.83,166.67,41.44,0.0452,OK
1572,2,25520.50,223.72,347.11,7,54.82,100.00,42.32,0.0394,Rock
1573,2,23800.00,241.77,353.30,5,48.07,100.00,43.19,0.0394,Rock
1574,2,26818.50,253.04,349.72,6,43.83,100.00,44.07,0.0394,Rock
1575,2,29481.50,266.36,344.83,5,38.03,100.00,44.95,0.0427,Rock
1576,2,32443.50,270.85,341.02,7,52.08,100.00,45.83,0.0427,Rock
1577,2,50468.00,285.73,271.07,7,48.02,100.00,47.19,0.0427,Rock
1578,2,51510.00,285.06,270.65,8,47.66,100.00,48.56,0.0276,Rock
1579,2,52694.00,283.70,271.79,6,80.80,100.00,49.44,0.0276,Rock
1580,2,50623.50,284.48,272.23,8,48.07,100.00,50.32,0.0276,Rock
1581,2,48031.00,281.98,276.50,8,47.70,100.00,51.24,0.0685,Rock
1582,3,47756.00,281.76,274.54,8,63.64,100.00,52.12,0.0685,OK
1583,2,48881.50,282.45,270.84,7,83.29,100.00,53.00,0.0685,Rock
1584,2,49750.50,283.76,268.25,7,82.10,100.00,53.88,0.0328,Rock
1585,2,49490.00,283.20,267.89,7,82.27,100.00,55.68,0.0328,Rock
1586,2,48792.00,282.53,268.39,7,83.69,100.00,56.56,0.0328,Rock
1587,2,49164.50,283.08,266.89,8,83.39,125.00,57.44,0.0541,Rock
1588,3,49445.00,283.19,266.07,8,81.48,100.00,58.32,0.0541,OK
1589,3,49979.00,282.67,266.54,8,79.31,100.00,59.19,0.0541,OK
1590,2,51367.00,284.04,266.41,8,82.33,100.00,60.07,0.0349,Rock
1591,3,47816.50,270.61,270.96,8,64.15,100.00,61.44,0.0349,OK
1592,3,33430.00,262.72,338.00,6,62.85,100.00,62.37,0.0349,OK
1593,2,34247.50,298.75,337.53,7,39.42,100.00,63.25,0.0496,Peace
1594,4,57756.00,340.95,270.94,9,75.01,100.00,64.12,0.0496,4 Fingers
1595,4,53255.00,348.43,275.79,9,79.35,100.00,65.00,0.0496,4 Fingers
1596,3,34116.50,296.48,232.54,9,61.53,100.00,65.88,0.0328,OK
1597,3,39626.50,304.36,233.73,11,65.97,90.91,67.19,0.0328,OK
1598,2,44052.50,308.79,246.24,13,61.49,125.00,68.56,0.0328,Rock
1599,3,45371.50,311.78,249.26,9,73.32,100.00,69.44,0.0421,OK
1600,2,49951.00,317.56,248.59,9,69.21,100.00,70.32,0.0421,Rock
